bill_id|title|subject|summary
hr4336-112|To amend the Internal Revenue Code of 1986 to extend the exclusion from gross income of discharges of qualified principal residence indebtedness.|Taxation|Amends the Internal Revenue Code to extend through 2013 the exclusion from gross income of income attributable to the discharge of indebtedness on a principal residence.
hr765-112|To amend the National Forest Ski Area Permit Act of 1986 to clarify the authority of the Secretary of Agriculture regarding additional recreational uses of National Forest System land that is subject to ski area permits, and for other purposes.|Public lands and natural resources|Ski Area Recreational Opportunity Enhancement Act of 2011 - Amends the National Forest Ski Area Permit Act of 1986 to require the term and acreage of permits for the operation of ski areas and associated facilities (under current law, for the operation of nordic and alpine ski areas and facilities) on National Forest System lands to be governed by provisions under the Act relating to such permits and other applicable law. Provides for the issuance of permits for the use and occupancy of suitable lands within the National Forest System for skiing and other snow-sports and recreational uses authorized pursuant to this Act. Requires each authorized activity and facility other than skiing and other snow-sports to: (1) encourage outdoor recreation and enjoyment of nature, (2) harmonize with the natural environment of the National Forest System land on which it is located, (3) be located within the developed portions of the ski area, and (4) be authorized in accordance with the applicable land and resource management plan and applicable laws. Specifies the activities and facilities that may be allowed or that are not allowed under a ski area permit issued pursuant to this Act. Prohibits the Secretary of Agriculture (USDA) from authorizing any activity or facility under this Act if its authorization would result in the primary recreational purpose of the National Forest System land with a ski area permit being a purpose other than skiing and other snow-sports. Bars the Secretary from considering the acreage necessary for authorized activities and facilities in determining the acreage encompassed by a ski area permit. Requires the Secretary to promulgate new regulations for the implementation of this Act.
hr6005-112|To amend the Internal Revenue Code of 1986 to allow individuals a deduction for qualified long-term care insurance premiums, use of such insurance under cafeteria plans and flexible spending arrangements, and a credit for individuals with long-term care needs.|Taxation|Long-Term Care and Retirement Security Act of 2012 - Amends the Internal Revenue Code to: (1) allow a tax deduction from gross income for long-term care insurance premiums, (2) include long-term care insurance in employee benefit cafeteria plans and flexible spending arrangements, (3) allow a tax credit for certain long-term care costs, and (4) set forth certain consumer protections for long-term care insurance contracts.
hr3577-112|To establish biennial budgets for the United States Government.|Economics and public finance|Biennial Budgeting and Enhanced Oversight Act of 2011 - Amends the Congressional Budget Act of 1974 (CBA) to require: (1) biennial (instead of annual) budget resolutions, (2) biennial appropriations Acts, and (3) biennial government strategic and performance plans. Defines the budget biennium as the two consecutive fiscal years beginning on October 1 of any odd-numbered year. Makes conforming amendments to the Rules of the House of Representatives, the Balanced Budget and Emergency Deficit Control Act of 1985 (Gramm-Rudman-Hollings Act), and the CBA.
hr1220-112|To require the conveyance of the decommissioned Coast Guard Cutter STORIS.|Transportation and public works|Requires the Commandant of the Coast Guard to convey the decommissioned Coast Guard Cutter STORIS to the Storis Museum, a nonprofit entity of Juneau, Alaska, provided that the Museum agrees to enumerated conditions.
hr5680-112|To extend the temporary suspension of duty on Ethyl pyruvate.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to extend the temporary suspension of duty on Ethyl pyruvate.
hr4752-112|To suspend temporarily the rate of duty on Reactive Red 228.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to temporarily suspend the duty on Reactive Red 228.
hr301-112|To ensure the energy independence of the United States by promoting research, development, demonstration, and commercial application of technologies through a system of grants and prizes on the scale of the original Manhattan Project.|Energy|New Manhattan Project for Energy Independence - Requires the President to convene a summit to review the progress and promise of, the interrelationship of, and the additional funding needed to accelerate the progress of: (1) developing alternative technology vehicles that are not more than 10% more expensive than comparable model year vehicles; (2) developing and building energy efficient buildings that use no more than 50% of the energy of buildings of similar size and type; (3) constructing a large scale solar thermal power plant or solar photovoltaic power plant capable of generating 300 megawatts or more at a cost of 10 cents or less per kilowatt-hour; (4) developing and producing biofuel that does not exceed 105% of the cost for the energy equivalent of unleaded gasoline; (5) developing and implementing a carbon capture and storage system for a large scale coal-burning power plant that does not increase operating costs more than 15% compared to a baseline design without carbon capture and storage while providing an estimated chance of carbon dioxide escape of no greater than 1% over 5,000 years; (6) developing both a process to remediate radioactive waste so that it is not harmful for at least 5,000 years and a model that accounts for the effects of nuclear waste in that process; and (7) developing a sustainable nuclear fusion reaction capable of providing a large-scale sustainable source of electricity for residential, commercial, or government entities. Requires the Secretary of Energy to implement: (1) a program to support such technologies; and (2) a program to competitively award cash prizes to advance the research, development, demonstration, and commercial application necessary to advance such technologies. Establishes the New Manhattan Project Commission on Energy Independence and sets forth its duties, including recommending to Congress steps to achieve 50% energy independence within 10 years and 100% energy independence within 20 years and assessing the impact of foreign energy dependence on national security.
hr1012-112|To provide for a 10 percent reduction in pay for Members of Congress, the President, and the Vice President.|Congress|Savings Start With Us Act of 2011 - Reduces the annual rate of pay in 2013 for Members of Congress and the Vice President by 10% of the 2011 pay rate. Maintains the pay rate for subsequent pay periods at the 2013 rate. Reduces the annual rate of pay of the President from $400,000 to $360,000.
hr133-112|To amend the Internal Revenue Code of 1986 to allow a credit against income tax for equity investments in high technology small business concerns.|Taxation|"Creating Jobs From Innovative Small Businesses Act of 2011 - Amends the Internal Revenue Code to allow a general business tax credit of 20% of the amount paid to acquire an equity investment in a qualified high technology small business concern. Defines ""qualified high technology small business concern"" as a small business concern that employs an average of fewer than 500 employees during a year and devotes at least 50% of its gross expenditures to research and experimentation."
hr4560-112|To suspend temporarily the duty on Carbosulfan technical.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on Carbosulfan technical.
hr6237-112|To amend the Small Business Act to provide for grants to small business development centers, and for other purposes.|Commerce|Main Street Stabilization Act of 2012 - Directs the Small Business Administration (SBA) to establish a grant program for small business development centers. Requires program funding to be used for: (1) the development of business advisory capacity, (2) the development of online tools and resources for struggling small businesses, (3) the deployment of additional resources to help industry sectors with a high presence of small businesses, and (4) the development of a listing of financing options for small business capital access. Prohibits the SBA from awarding an entity under this Act more than $250,000 in grant funds.
hr3745-112|To amend the Federal Credit Union Act with respect to the limitations on member business loans.|Finance and financial sector|Faith-Based Lending Protection Act - Amends the Federal Credit Union Act to exempt loans made to nonprofit religious organizations from the limitations on the volume of loans credit unions can make to businesses.
hr2697-112|To suspend temporarily the duty on certain footwear, and for other purposes.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain footwear, and for other purposes.
hr3583-112|To amend title 31, United States Code, to provide for automatic continuing resolutions.|Economics and public finance|Government Shutdown Prevention Act of 2011 - Makes specified provisional (automatic) continuing appropriations in the event that any regular appropriation bill for a fiscal year is not enacted before the beginning of such fiscal year, or a joint resolution making continuing appropriations is not in effect. (Thus prevents a federal government shutdown.)
hr2451-112|"To restore certain provisions of the Banking Act of 1933, commonly referred to as the ""Glass-Steagall Act"", and for other purposes."|Finance and financial sector|Glass-Steagall Restoration Act of 2011 - Amends the Banking Act of 1933 (Glass-Steagall Act) to prohibit a member bank from being affiliated with specified organizations engaged principally in the issue, flotation, underwriting, public sale, or distribution of stocks, bonds, debenture, notes, or other securities. Prohibits the staff and personnel of corporations and partnerships (as well as any individual) primarily engaged in the issue, flotation, underwriting, public sale, or distribution, of stocks, bonds, or other similar securities from serving simultaneously as an officer, director, or employee of any member bank. Authorizes the Board of Governors of the Federal Reserve System to grant an exception in limited classes of cases when in the Board's judgment it would not unduly influence the investment policies of such member bank or the advice it gives its customers regarding investments.
hr5674-112|To suspend temporarily the rate of duty on Butane, 1-chloro.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on Butane, 1-chloro.
hr5446-112|To extend the temporary suspension of duty on thiophanate methyl.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to extend the temporary suspension of duty on thiophanate methyl.
hr4594-112|To suspend temporarily the duty on Octanoyl chloride.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on Octanoyl chloride.
hr2663-112|To amend title 31, United States Code, to increase the statutory limit on the public debt.|Economics and public finance|America Pays Its Bills Act of 2011 - Increases the statutory limit on the public debt from $14.294 trillion to $16.7 trillion.
hr1482-112|To amend the Elementary and Secondary Education Act of 1965 to authorize the Secretary of Education to make grants for recruiting, training, and retaining individuals, with a preference for individuals from underrepresented groups, as teachers at public elementary and secondary schools, and for other purposes.|Education|Diverse Teachers Recruitment Act of 2011 - Amends the Elementary and Secondary Education Act of 1965 to direct the Secretary of Education to award competitive matching grants to local educational agencies (LEAs) or nonprofits, educational service agencies, institutions of higher education, or states that enter into partnerships with such LEAs to: (1) recruit individuals from underrepresented groups as public elementary and secondary school teachers, and (2) provide training and retention incentives to public elementary and secondary school teachers. Prohibits grants to applicants that do not serve schools that have difficulty recruiting, training, and retaining individuals from underrepresented groups as teachers. Gives priority to applicants that serve the most high-need schools and those that serve schools with high concentrations of poor, minority, disabled, or limited English proficient students. Requires the Secretary to evaluate the success of the grantees and compile a database of best practices for recruiting, training, and retaining individuals from underrepresented groups as public elementary and secondary school teachers.
hr5022-112|To suspend temporarily the duty on (R)-(+)-2-(4 hydroxyphenoxy)propionic acid.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on (R)-(+)-2-(4 hydroxyphenoxy)propionic acid.
hr2207-112|To provide support to develop career and technical education programs of study and facilities in the areas of renewable energy.|Education|Grants for Renewable Energy Education for the Nation Act or the GREEN Act - Authorizes the Secretary of Education to award competitive grants to partnerships of local educational agencies (LEAs), postsecondary institutions, and clean and renewable energy industry representatives to develop programs of study focused on emerging careers and jobs in the fields of clean and renewable energy. Requires a priority be given to grant applications that: (1) use online learning or other innovative methods to deliver a program of study to individuals outside the partnership, and (2) focus on low-performing students and special populations. Authorizes the Secretary to award competitive grants to LEAs and postsecondary institutions to promote development of career and technical educational facilities that are energy efficient and use renewable energy practices.
hr6495-112|To prohibit the payment of surcharges for commemorative coin programs to private organizations or entities, and for other purposes.|Finance and financial sector|Commemorative Coins Reform Act of 2012 - Prohibits surcharges generated by the sale of any numismatic item or commemorative coin program from being paid to a non-federal organization, except with respect to sales and production costs. Requires that surcharges be used to recover all numismatic operation and program costs allocable to the program under which a numismatic item is produced and sold. Requires the transfer of any excess surcharges to the general fund of the Treasury for deficit reduction purposes.
hr2809-112|To amend the Riegle Community Development and Regulatory Improvement Act of 1994 to improve the microenterprise technical assistance and capacity building grant program, to establish an Office of Youth Entrepreneurship in the Small Business Administration, and for other purposes.|Commerce|"Microenterprise and Youth Entrepreneurship Development Act of 2011 - Amends the Riegle Community Development and Regulatory Improvement Act of 1994 for purposes of the microenterprise technical assistance and capacity building grant program to include in the definition of ""disadvantaged entrepreneur"" a microentrepreneur operating or intending to operate a business in an investment area. Increases to 60% (currently, 50%) the minimum percentage of such grants required to be used to benefit very low-income persons, including those residing on Indian reservations. Requires the Administrator of the Small Business Administration (SBA) to consider the impact of the 2007-2009 economic crisis on an applicant's geographic area when deciding whether to reduce or eliminate matching requirements for applicants with severe constraints on available funding sources. Directs the Administrator to establish an SBA Microenterprise Coordinator position. Requires the Administrator to establish an Office of Youth Entrepreneurship and appoint a Director to carry out: (1) the youth entrepreneur technical assistance grant program to make grants to assist entities, including nonprofit microenterprise development organizations, to provide individuals under 25 years of age with technical assistance related to entrepreneurship; and (2) the youth entrepreneurship curriculum grant program to make grants to applying local educational agencies of states and federally recognized Indian tribes."
hr2035-112|To amend the Patient Protection and Affordable Care Act to provide for greater disclosure in the process for waiving annual limitation requirements under that Act.|Health|Healthcare Waiver Transparency Act of 2011 - Amends the Public Health Service Act to require the Secretary of Health and Human Services (HHS) to publish the decision to approve or deny an application for a waiver of the restrictions on a health plan's annual limit for essential health benefits on the HHS website within five business days after making such a decision and include in the notice the applicant's name, city, and state and the application date. Requires the Secretary to ensure the confidentiality of proprietary information under this Act.
hr791-112|To amend title 37, United States Code, to provide flexible spending arrangements for members of the uniformed services, and for other purposes.|Armed forces and national security|Directs each Secretary of the military department concerned to: (1) establish procedures to implement flexible spending arrangements (FSAs) for military health care and dependent care for active-duty military personnel on a pre-tax basis; and (2) consider life events of members of the Armed Forces that are unique to them, including changes relating to permanent changes of duty station and deployments to overseas contingency operations. Directs the Secretary of Defense (DOD) to submit to Congress recommendations on the advisability of authorizing FSAs for members of the Selected Reserve.
hr5210-112|To suspend temporarily the duty on Dianil.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on Dianil.
hr6208-112|To temporarily limit the authority of the Secretary of the Interior to require or authorize the removal or movement of offshore oil and gas facilities.|Public lands and natural resources|Retaining Essential Environmental Fishing Structures Act or REEFS Act - Prohibits the Secretary of the Interior, during a two-year period, from requiring or authorizing either the removal or movement of any facility used for oil or gas activities under a lease under the Outer Continental Shelf Lands Act. Exempts from this prohibition any removal or movement of a facility for purposes of temporary abandonment of a well, in accordance with specified federal regulations, because of an emergency identified by the Secretary.
hr930-112|To amend title 38, United States Code, to improve the disability compensation evaluation procedure of the Secretary of Veterans Affairs for veterans with post-traumatic stress disorder or mental health conditions related to military sexual trauma, and for other purposes.|Armed forces and national security|Directs the Secretary of Veterans Affairs (VA) to accept as proof of service-connection of post-traumatic stress disorder (PTSD) alleged to have been incurred in or aggravated by active military service a diagnosis of PTSD by a mental health professional, together with written testimony by the veteran and a written determination by the professional that such disorder is related to the veteran's service, notwithstanding the fact that there is no official record of such incurrence or aggravation in such service, and to resolve every reasonable doubt in favor of the veteran. Allows such service-connection to be rebutted by clear and convincing evidence to the contrary. Provides the same conditions (with the same authorized rebuttal) with respect to acceptance of proof of service-connection of certain mental health conditions alleged to have been incurred or aggravated by military sexual trauma experienced during active military service.
hr1811-112|To amend title 38, United States Code, to provide for employment and reemployment rights for certain individuals ordered to full-time National Guard duty.|Armed forces and national security|National Guard Employment Protection Act of 2011 - Provides employment and reemployment rights for certain individuals ordered to full-time National Guard duty.
hr3548-112|To facilitate United States access to North American oil resources, and for other purposes.|Energy|North American Energy Access Act - (Sec. 2) Prohibits construction, operation, or maintenance of the oil pipeline and related facilities described in the Final Environmental Impact Statement (EIS) for the Keystone XL Pipeline Project issued by the Department of State on August 26, 2011, unless it is in compliance with the terms of a permit prescribed under this Act (including any modified version of that pipeline and related facilities). (Sec. 3) Instructs the Federal Energy Regulatory Commission (FERC), to issue a permit without additional conditions within 30 days after receipt of an application for the pipeline and related facilities, to be implemented in accordance with such Final EIS. States that FERC shall not be required to prepare a specified Record of Decision under of the Code of Federal Regulations with respect to issuance of such permit. Deems a permit to have been issued if FERC has not acted upon a permit application within 30 days after its receipt. Requires a permit applicant to first obtain FERC approval before making any substantial modifications to either the pipeline route or any other term of the Final EIS. Directs FERC to expedite consideration of any such proposal to modify. Directs FERC, within 30 days after enactment of this Act, to: (1) enter into a memorandum of understanding with the state of Nebraska for review under the National Environmental Policy Act of 1969 of any modification to the proposed pipeline route in Nebraska, and (2) complete consideration and to approve such modification within 30 days after receiving the governor's approval. Deems approval to have been issued if FERC has not acted within 30 days after receiving an application to approve a modification. Authorizes the permit holder, while modification of the proposed pipeline route in Nebraska is under consideration, to commence or continue construction of any portion of the pipeline and related facilities that are not located within Nebraska. (Sec. 4) Declares that no presidential permit shall be required for the construction, operation, and maintenance of the pipeline and related facilities. Declares that nothing in this Act shall affect application to the pipeline and related facilities of: (1) federal pipeline safety requirements of the Pipeline Safety, Regulatory Certainty, and Job Creation Act of 2011; and (2) FERC authority to regulate oil pipeline rates and services.
hr4309-112|To permit Federal officers to remove cases involving crimes of violence to Federal court.|Law|Officer Safety Act of 2012 - Amends the federal judicial code to deem a law enforcement officer who is the defendant in a criminal prosecution to have been acting under the color of his office (thus authorizing removal of the case to U.S. district court) if the officer: (1) protected an individual in the officer's presence from a crime of violence; (2) provided immediate assistance to an individual who suffered, or who was threatened with, bodily harm; or (3) prevented the escape of any individual whom the officer reasonably believed to have committed, or was about to commit, in the officer's presence, a crime of violence that resulted in, or that was likely to result in, death or serious bodily injury.
hr3910-112|To amend the Reclamation Wastewater and Groundwater Study and Facilities Act to expand the Bay Area Regional Water Recycling Program, and for other purposes.|Water resources development|Bay Area Regional Water Recycling Program Expansion Act of 2012 - Amends the Reclamation Wastewater and Groundwater Study and Facilities Act to authorize the Secretary of the Interior to participate in the design, planning, and construction of: (1) recycled water system facilities in California in cooperation with the Central Contra Costa Sanitary District, the Dublin San Ramon Services District, the Delta Diablo Sanitation District, the cities of Redwood City, Palo Alto, Hayward, Mountain View, and Pleasanton, the San Jose Water Company, and the Town of Yountville; and (2) recycled water distribution systems in California in cooperation with the Ironhouse Sanitary District. Limits the federal share of each project to 25%. Prohibits the Secretary from providing funds for project operation and maintenance. Directs the Secretary to enter into individual agreements with the San Francisco Bay Area Regional Water Coalition participating agencies to fund projects under such Act. Allows the Secretary to include in such agreements a provision for the reimbursement of construction costs, including those construction costs incurred prior to this Act's enactment. Increases the authorization of appropriations for the design, planning, and construction of: (1) recycled water system facilities in cooperation with the city of Antioch, California; and (2) recycled water treatment facilities in cooperation with the city of San Jose, California, and the Santa Clara Valley Water District.
hr4907-112|To suspend temporarily the duty on Lucirin TPO.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on Lucirin TPO.
hr1449-112|To protect the rights of consumers to diagnose, service, maintain, and repair their motor vehicles, and for other purposes.|Commerce|Motor Vehicle Owners Right to Repair Act of 2011 - Requires the manufacturer of a motor vehicle sold, leased, or otherwise introduced into U.S. commerce to: (1) provide to the vehicle owner and service providers all information necessary to diagnose, service, maintain, or repair the vehicle; (2) offer for sale to the vehicle owner and service providers any related tool or equipment; and (3) provide the information that enables aftermarket tool companies to manufacture tools with the same functional characteristics. Exempts trade secrets, so long as the information is not disclosed to authorized dealers or service providers. Authorizes enforcement of this Act by the Federal Trade Commission (FTC) and civil actions by state attorneys general.
hr568-112|To require that the Government give priority to payment of all obligations on the debt held by the public and payment of Social Security benefits in the event that the debt limit is reached.|Economics and public finance|Requires the authority of the Department of the Treasury to pay the principal and interest on debt held by the public, and the authority of the Commissioner of Social Security to pay monthly old-age, survivors', and disability insurance benefits under title II of the Social Security Act, to take priority over all other obligations incurred by the government in the event the federal debt reaches the statutory limit.
hr2836-112|To amend the Budget Control Act of 2011 to require the joint select committee of Congress to report findings and propose legislation to restore the Nation's workforce to full employment over the period of fiscal years 2012 and 2013.|Congress|Job Creation and Economic Growth Act - Amends the Budget Control Act of 2011 to redesignate the Joint Select Committee on Deficit Reduction as the Joint Select Committee on Deficit Reduction, Job Creation, and Economic Growth. Adds as a goal of the joint committee spurring economic growth and restoring the nation's workforce to full employment over the period of FY2012 and FY2013. Revises the duties of the joint committee to require it to make recommendations that will significantly improve U.S. short-term and long-term employment levels and spur economic growth. Requires the joint committee, by November 23, 2011, to vote on: (1) a report containing joint committee findings, conclusions, and recommendations with respect to economic growth and job creation and Congressional Budget Office (CBO) costs estimates of proposed job creation legislation; and (2) proposed legislative language to carry out such recommendations. Prescribes procedures for expedited congressional consideration of proposed joint committee job creation legislative language.
hr6698-112|To direct the President to submit to Congress a report on fugitives currently residing in other countries whose extradition is sought by the United States and related matters.|International affairs|Walter Patterson Justice and Extradition Act - Directs the President to report to Congress regarding: (1) the number of fugitives currently residing in other countries whose extradition is sought by the United States and a list of such countries; (2) diplomatic and other efforts the United States has undertaken to secure the return of such fugitives; (3) the average length of time these cases have been outstanding; (4) how many of these cases have been resolved to the satisfaction of the United States; (5) factors that have been barriers to the resolution of such cases; and (6) information on the number of U.S. citizens whose extradition has been sought by other countries during the past five years, a list of those countries seeking extradition, and the outcomes of such requests.
hr2238-112|To amend the Internal Revenue Code of 1986 to modify the incentives for the production of biodiesel, and for other purposes.|Taxation|"Amends the Internal Revenue Code to revise the income and excise tax credits for biodiesel used as fuel to: (1) allow a $1.00 tax credit for each gallon of biodiesel produced, (2) provide for an increased income tax credit for small biodiesel producers, (3) revise the definitions of ""biodiesel"" and ""small biodiesel producer,"" (4) treat renewable diesel in the same manner as biodiesel for income tax purposes, and (5) treat biodiesel as a taxable fuel for excise tax purposes. Extends the biodiesel income and excise tax credits through December 31, 2014. Requires the Comptroller General to report to Congress by June 30, 2015, on tax preferences for the production of fuel and electricity from renewables and fossil fuels and their benefits and costs to the environment and the economy."
hr5821-112|To provide for duty free treatment for certain United States Government property returned to the United States.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to provide duty-free treatment for certain federal property returned to the United States.
hr5479-112|To suspend temporarily the duty on light emitting diode (LED) down light modules (DLM).|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on light emitting diode (LED) down light modules (DLM).
hr4799-112|To extend the temporary suspension of duty on handheld electric can openers.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to extend the temporary suspension of duty on handheld electric can openers.
hr4739-112|To suspend temporarily the duty on certain clock movements.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain clock movements.
hr1845-112|To provide a demonstration project providing Medicare coverage for in-home administration of intravenous immune globulin (IVIG) and to amend title XVIII of the Social Security Act with respect to the application of Medicare secondary payer rules for certain claims.|Health|"Medicare IVIG Access and Strengthening Medicare and Repaying Taxpayers Act of 2012 - Title I: Medicare IVIG Access - (Sec. 101) Directs the Secretary of Health and Human Services (HHS) to establish a three-year demonstration project under part B (Supplementary Medical Insurance) of title XVIII (Medicare) of the Social Security Act (SSA) to evaluate the benefits of providing payment for items and services needed for the in-home administration of intravenous immune globin (IVIG) for the treatment of primary immune deficiency diseases. Requires the Secretary to enroll up to 4,000 Medicare beneficiaries who have been diagnosed with primary immunodeficiency disease for participation in the project. Requires that generally items and services for which payment may be made under the demonstration program be treated and covered under SSA title XVIII part B in the same manner as similar items and services covered under that part. Directs the Secretary to establish a per visit payment amount for items and services needed for the in-home IVIG administration based on the national per visit low-utilization payment amount under the prospective payment system for home health services under Medicare. Authorizes the Secretary to waive such Medicare requirements as may be necessary to carry out the demonstration project. Specifies requirements for interim and final evaluations for Congress of the impact of the demonstration project on Medicare beneficiary access to items and services needed for in-home IVIG administration. Requires the final report to Congress to: (1) analyze the appropriateness of implementing a new payment methodology for IVIGs in all care settings under Medicare part B; and (3) update the report entitled ""Analysis of Supply, Distribution, Demand, and Access Issues Associated with Immune Globulin Intravenous (IGIV),"" issued in February 2007 by the Office of the Assistant Secretary of HHS for Planning and Evaluation. Makes specified funds available for the project from the Federal Supplementary Medical Insurance Trust Fund. Title II: Strengthening Medicare Secondary Payer Rules - (Sec. 201) Adds requirements for determination through a Centers for Medicare and Medicaid Services (CMS) website of a final amount for reimbursement to the appropriate Trust Fund for a conditional Medicare secondary payment in the event that a beneficiary's primary plan proves to be responsible. Allows a Medicare claimant or applicable plan, within 120 days before the reasonably expected date of a settlement, judgment, award, or other payment, to notify the Secretary that a payment is reasonably expected and the payment's expected date. Directs the Secretary to maintain and make available to Medicare beneficiaries (and to authorized family or other recognized representatives and to an applicable plan which has obtained the beneficiary's consent) access through a CMS website to information on claims for items and services, including those relating to a potential settlement, judgment, award, or other payment. Prescribes requirements for such a website. Deems to be the final conditional amount subject to recovery related to a settlement, judgment, award, or other payment any statement of reimbursement amount an individual downloads from the CMS website during a specified protected period, if the settlement, judgment, award, or other payment is made during the same period. Prescribes requirements for resolution of discrepancies with a statement of reimbursement amount. Directs the Secretary to promulgate regulations establishing a right of appeal and an appeals process with respect to any payment determination for which recovery of conditional payments is sought from an applicable primary plan. (Sec. 202) Creates an exception to the requirement that a primary plan (and any entity receiving payment from a primary plan) reimburse the appropriate Trust Fund for any Medicare payment with respect to an item or service if the primary plan has or had a responsibility to make the payment. Declares that this repayment requirement shall not apply with respect to any settlement, judgment, or other payment by an applicable plan arising from liability insurance (including self-insurance) and from alleged physical trauma-based incidents (excluding alleged ingestion, implantation, or exposure cases) constituting a total payment obligation to a claimant of not more than a single threshold amount calculated by the Secretary for the year involved. Directs the Secretary to calculate and publish a single threshold amount annually according to a specified formula (excluding ongoing expenses). Requires the Secretary to report annually to Congress on the single threshold amount for settlements, judgments, awards, or other payments for conditional payment obligations arising from liability insurance and alleged incidents, but also on the establishment and application of similar thresholds for conditional payment obligations arising from worker compensation cases and no fault insurance cases. (Sec. 203) Changes from mandatory to discretionary the civil monetary penalty of up to $1,000 for an applicable plan that fails to comply with requirements for determining if a claimant is entitled to Medicare benefits and for submitting to the Secretary for each day of noncompliance with respect to each claimant related information by or on behalf of liability insurance (including self-insurance), no fault insurance, and workers' compensation laws and plans. Directs the Secretary to publish a notice in the Federal Register soliciting proposals for the specification of practices for which sanctions will and will not be imposed (safe harbors). Requires the Secretary, after considering the proposals submitted, to publish in the Federal Register, for comment, proposed specified practices for which such sanctions will and will not be imposed. Requires the Secretary, after considering any public comment, to issue final rules specifying such practices. (Sec. 204) Requires the Secretary to modify insurance information reporting requirements so that an applicable plan, in complying with them, is permitted but not required to access or report to the Secretary beneficiary Social Security account numbers or health identification claim numbers. Requires extension of the deadline for such modification by one or more periods of up to one year each if the Secretary notifies appropriate congressional committees that the prior deadline, without an extension, threatens patient privacy or the integrity of the secondary payer program. (Sec. 205) Sets a three-year statute of limitations on a Medicare secondary payer claim by the Secretary for reimbursement against an applicable plan that becomes a Medicare primary payer pursuant to a settlement, judgment, award, or other payment made relating to the payment owed."
hr158-112|To amend the Internal Revenue Code of 1986 to repeal certain limitations on the expensing of section 179 property, to allow taxpayers to elect shorter recovery periods for purposes of determining the deduction for depreciation, and for other purposes.|Taxation|Expensing Property Expands our Nation's Strong Economy Act of 2011 or the EXPENSE Act of 2011 - Amends the Internal Revenue Code to: (1) repeal the limitations on the expensing of depreciable business assets; and (2) allow taxpers to elect a two-year recovery period for depreciable property.
hr1079-112|To amend the Internal Revenue Code of 1986 to extend the funding and expenditure authority of the Airport and Airway Trust Fund, to amend title 49, United States Code, to extend the airport improvement program, and for other purposes.|Taxation|Airport and Airway Extension Act of 2011 - (Sec. 2) Amends the Internal Revenue Code to extend through May 31, 2011, increased excise taxes on aviation fuels, the excise tax on air transportation of persons and property, and the expenditure authority for the Airport and Airway Trust Fund. (Sec. 4) Increases the authorization of appropriation for the 8-month period beginning on October 1, 2010, for airport planning and development and noise compatibility planning projects (known as airport improvement projects [AIPs]). Allows such funds to be obligated at any time through September 30, 2011, and remain available until expended. Sets forth a formula for calculating AIP funding apportionments. Extends through May 31, 2011, the authority of the Secretary of Transportation to make new AIP grants. (Sec. 5) Extends until June 1, 2011: (1) the pilot program for passenger facility fee authorizations at non-hub airports, and (2) disclosure requirements for large and medium hub airports applying for AIP grants. Directs the Secretary to extend through May 31, 2011, the termination date of insurance coverage for domestic or foreign-flag aircraft. Grants the Secretary discretionary authority to further extend such coverage through August 31, 201. Extends through August 31, 2011, the authority of the Secretary to limit air carrier liability for claims arising out of acts of terrorism. Extends through May 31, 2011: (1) grant eligibility for airports located in the Marshall Islands, Micronesia, and Palau; (2) grants to state and local governments for land use compatibility projects under the AIP; and (3) authority for approving an application of the Metropolitan Washington Airports Authority for an airport development grant or for permission to impose a passenger facility fee. Amends the Vision 100 - Century of Aviation Reauthorization Act to extend through May 31, 2011: (1) the temporary increase to 95% of the federal government's share of certain AIP project costs, and (2) funding for airport development at Midway Island Airport.
